STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH
35,1,2900,1400000US35001002900,35001002900,29,Bernalillo,NM,New Mexico,"Census Tract 29, Bernalillo County, New Mexico",4314,417,7303,1.5328,0.638,1.5328,0.8521,0,0.0939,0.8987,0.6307,1.6233,0.3918,0,0.8318,0.9405,0.7754,0,0,2.5477,0.9448,0.3853,0.5502,0.0799,1.0154,0.0911,0.7891,0.7446,0,1.5337,0.7657,0.6655,0.6655,0.6655,7.3856,0.7959,0.8084,0.8084,0.8084,0.6382,0.6945,0.4444,0.5736,0.6413,0.3531,0.6875,4.0326,0.6201,0.4578,0.4423,0.4603,0.6975,2.0579,0.5463,0.6013,0.8396,1.4409,0.8468,8.3398,0.7369,0,0,0,0,0,0,0,0,6.75,0.91,34.15,0,97.94,8.91,10.28,0,0,100,65.64,15.39,100,99.24,0,76.22,71.2,37.3434,15.1,4.4,36.5,31.0345,5.1,22.4,15,21.3,12,3.5,1.9,2.9,27.8,9.9,5.6,14.6,11.8,0.2591,0.5445,0.2747,0.6264,0.5724
35,1,2700,1400000US35001002700,35001002700,27,Bernalillo,NM,New Mexico,"Census Tract 27, Bernalillo County, New Mexico",4085,541,6411,1.6456,0.6874,1.6456,0.9027,0,0.0939,0.8541,0.5835,1.5315,0.3511,0.9751,0.8577,0,0.7792,0,0,2.612,0.9521,0.3853,0.8486,0.0202,1.2541,0.2235,0.7891,0.6569,0,1.446,0.7088,0.4339,0.4339,0.4339,7.2775,0.7777,0.7753,0.7753,0.7753,0.8447,0.8429,0.6849,0.7885,0.7816,0.69,0.8988,5.5314,0.8888,0.6683,0.1912,0.8017,0.3749,2.0361,0.5259,0.5427,0.4452,0.9879,0.6565,9.3307,0.8679,0,0,0,0,0,0,0,0,6.75,0.8,33.02,39.77,100,0,10.92,0,0,100,88.54999999999998,16.93,100,86.26999999999998,0,37.71,65.1,52.5386,22.1,6.5,55.4,37.3024,10.5,33.8,18.5,17,17.9,0.7,1.1,0.2,27.2,10,5.8,14.3,11.5,0.2282,0.5713,0.3102,0.594,0.538
35,1,2600,1400000US35001002600,35001002600,26,Bernalillo,NM,New Mexico,"Census Tract 26, Bernalillo County, New Mexico",1057,85,1839,1.3866,0.5682,1.1866,0.655,0,0.0926,0.7998,0.5408,1.4332,0.3099,0,0.8577,0,0,0,0,0.8577,0.5172,0.3853,0.8311,0.0007,1.2171,0.1975,0.7891,0.7217,0,1.5108,0.7504,0.8199,0.8199,0.8199,5.8387,0.479,0.7558,0.7558,0.7558,0.6337,0.576,0.6932,0.7351,0.6619,0.4474,0.6961,4.4434,0.7028,0.8505,0.0808,0.6994,0.562,2.1927,0.6613,0.7397,0,0.7397,0.4338,8.1316,0.7076,0,0,0,0,1,1,0.2,0,6.74,0.7,32.03,0,100,0,0,0,0,100,87.4,19.17,100,97.15,0,97.91,61.6,37.0861,11.6,6.6,49.8,31.8182,6.3,22.7,22.7,12.6,15.7,1.8,7,0,29.7,9.4,6.6,13.1,12.5,0.3669,0.3966,0.471,0.6944,0.397
35,1,2500,1400000US35001002500,35001002500,25,Bernalillo,NM,New Mexico,"Census Tract 25, Bernalillo County, New Mexico",2796,326,3973,1.7295,0.7225,1.1295,0.6159,0,0.0926,0.793,0.5596,1.4452,0.3148,0,0.6967,0,0,0,0,0.6967,0.4303,0.3853,0.1914,0.1706,0.7473,0.0229,0.6212,0.7327,0,1.3539,0.653,0.786,0.786,0.7859,5.0291,0.2949,0.8148,0.8148,0.8148,0.8508,0.576,0.6849,0.7584,0.9512,0.584,0.6533,5.0586,0.8145,0.2887,0.7866,0.6536,0.6593,2.3882,0.8026,0.7981,0,0.7981,0.4744,9.0597,0.8346,0,1,0,1,1,3,0.6,0,6.74,0.69,32.47,0,61.23,0,0,0,0,100,31.54,14.17,64.39,98.33,0,94.39,72.5,53.1831,11.6,6.5,52.1,51.3136,8.4,21.2,12.1,26.6,14.9,2.9,10.6,0,32,10.6,5.9,15.9,14.3,0.5055,0.718,0.3289,0.8244,0.7053
35,1,2402,1400000US35001002402,35001002402,24.02,Bernalillo,NM,New Mexico,"Census Tract 24.02, Bernalillo County, New Mexic",7751,866,3843,1.7351,0.7247,1.1351,0.6197,0,0.0906,0.6329,0.4689,1.1924,0.2206,0,0.8577,0,0,0,0,0.8577,0.5172,0.3853,0.771,0.2149,1.3712,0.3209,0,0.3168,0,0.3168,0.1054,0.8199,0.8199,0.8199,4.558,0.1982,0.9335,0.9335,0.9335,0.9117,0.8712,0.6389,0.6186,0.7827,0.7583,0.8321,5.4135,0.8716,0.2466,0.8264,0.8516,0.8143,2.7389,0.9504,0.5234,0.3832,0.9066,0.5684,9.9925,0.9369,0,1,0,1,1,3,0.6,0,6.72,0.51,30.35,0,100,0,0,0,0,100,83.06999999999998,13.6,0,18.6,0,97.91,93.5,60.2974,24.2,6,39.8,37.361,12.2,29,11.3,27.5,19.3,6.8,0.9,0.1,31.1,10.8,5.1,18,16.3,0.4524,0.7575,0.1933,0.9067,0.8594
35,1,2401,1400000US35001002401,35001002401,24.01,Bernalillo,NM,New Mexico,"Census Tract 24.01, Bernalillo County, New Mexic",4851,565,3340,1.2019,0.4701,1.0019,0.52,0,0.0916,0.6937,0.4679,1.2532,0.2417,0,0.5702,0,0,0,0,0.5702,0.3574,0.3853,0.5229,0.2606,1.1688,0.1653,0,0.5589,0,0.5589,0.194,0.8199,0.8199,0.8199,4.371,0.1655,0.87,0.87,0.87,0.7741,0.8352,0.7098,0.286,0.743,0.8092,0.8659,5.0232,0.8083,0.707,0.3137,0.9026,0.812,2.7353,0.9496,0,0.4452,0.4452,0.1995,9.0737,0.8364,0,0,0,0,1,1,0.2,0,6.73,0.57,30.33,0,27.14,0,0,0,0,100,63.39,13.06,0,64.46,0,97.91,83.09999999999998,46.3822,21.6,6.8,20.1,35.3719,13.8,31.2,19.2,19.4,21.2,6.7,0,0.2,30.2,9.7,5.8,14.8,14.6,0.3971,0.4859,0.3102,0.8406,0.5944
35,1,2300,1400000US35001002300,35001002300,23,Bernalillo,NM,New Mexico,"Census Tract 23, Bernalillo County, New Mexico",8941,1043,3522,1.5014,0.6239,1.1014,0.5959,0,0.0906,0.7035,0.5114,1.3055,0.2607,0,0.5828,0,0,0,0,0.5828,0.3632,0.4142,0.5607,0.2935,1.2684,0.2347,0.2992,0,0,0.2992,0.1005,0.8063,0.8063,0.8062,4.2622,0.1481,0.9167,0.9167,0.9167,0.8415,0.8638,0.3739,0.5297,0.6528,0.8687,0.9103,5.0407,0.8115,0.4578,0.7072,0.8417,0.8999,2.9066,0.98,0.827,0.5072,1.3342,0.7897,10.1982,0.9533,0,0,0,1,1,2,0.4,0,6.72,0.58,31.35,0,30.04,0,0,0,0,98.48,66.53,12.63,4.35,0,0,96.64,91,52.2313,23.6,3.9,33.5,31.4737,16.2,34.9,15,25.1,19,12.3,12.9,0.3,28.1,9.9,5,15.8,13.9,0.2742,0.5445,0.1785,0.8009,0.6957
35,1,2200,1400000US35001002200,35001002200,22,Bernalillo,NM,New Mexico,"Census Tract 22, Bernalillo County, New Mexico",2949,262,2975,1.2012,0.4698,1.2012,0.6651,0,0.0926,0.7998,0.5484,1.4408,0.3127,0.9317,0.6588,0,0.8006,0,0,2.3911,0.9312,0.3853,0.7502,0.0899,1.2254,0.203,0.6016,0.2819,0,0.8835,0.4311,0.7002,0.7002,0.7002,6.641,0.6573,0.6621,0.6621,0.6621,0.6889,0.3407,0.1993,0.8259,0.817,0.5478,0.5388,3.9584,0.6039,0.9024,0.0808,0.51,0.4599,1.9531,0.4499,0.5234,0,0.5234,0.2755,7.097,0.5439,0,0,0,0,0,0,0,0,6.74,0.7,32.21,1.91,50.01,0,15.05,0,0,100,81.54,15.22,59.21,13.84,0,83.03,47.2,40.4205,6.8,2.7,59.8,39.3357,7.8,17.6,24.9,12.6,12.7,1.1,0.9,0,26.2,9.5,6.2,12.8,9.2,0.1804,0.4269,0.3868,0.3056,0.362
35,1,2100,1400000US35001002100,35001002100,21,Bernalillo,NM,New Mexico,"Census Tract 21, Bernalillo County, New Mexico",1422,187,15731,1.5331,0.6382,1.3331,0.7472,0,0.0926,0.8448,0.6094,1.5468,0.3576,0.9959,0.8577,0,0.9773,0,0,2.8309,0.9843,0.3853,0.1527,0.0022,0.5402,0.0041,0.7891,0.6465,0,1.4356,0.702,0,0,0,6.3535,0.5955,0.7747,0.7747,0.7747,0.9346,0.5462,0.838,0.9798,0.9649,0.3784,0.5582,5.2001,0.8378,0.0494,0.0471,0.8635,0,0.96,0.0331,0.4769,0.9333,1.4102,0.8298,8.345,0.7376,0,0,0,1,0,1,0.2,0,6.74,0.78,33.63,100,100,0,99.38,0,0,100,26.09,18.67,100,84.09999999999998,0,0,65,63.7968,10.9,9,92.5,53.7079,5.4,18.2,6.1,9.1,19.7,0,0.6,7.5,23.5,10.1,3.5,17.2,9.9,0.0857,0.5987,0.0302,0.3955,0.8115
35,1,2000,1400000US35001002000,35001002000,20,Bernalillo,NM,New Mexico,"Census Tract 20, Bernalillo County, New Mexico",2094,340,5056,1.8402,0.764,1.4402,0.8055,0,0.0926,0.8679,0.6623,1.6228,0.3917,0.9874,0.8577,0,0.8563,0,0,2.7014,0.963,0.3853,0.3606,0.0245,0.7704,0.0264,0.7891,0.7666,0,1.5557,0.7805,0,0,0,6.6503,0.6593,0.7975,0.7975,0.7975,0.9349,0.8255,0.1993,0.9024,0.7988,0.3107,0.8978,4.8694,0.7821,0.2724,0.5542,0.793,0.6735,2.2931,0.7387,0,0.6882,0.6882,0.3939,8.6482,0.7809,0,1,0,1,0,2,0.4,0,6.74,0.83,34.9,70.92,100,0,31.45,0,0,100,49.51,16.75,100,100,0,0,69.2,63.838,21,2.7,71.2,38.2867,4.6,33.7,11.8,22.8,17.7,3.1,0,1,24.1,11.1,3.9,19.2,10.8,0.1024,0.8076,0.0528,0.5105,0.9135
35,1,1900,1400000US35001001900,35001001900,19,Bernalillo,NM,New Mexico,"Census Tract 19, Bernalillo County, New Mexico",1036,95,1031,1.0779,0.4008,1.0779,0.5784,0,0.0916,0.8239,0.6139,1.5294,0.3502,0.9959,0.752,0,0.8878,0,0,2.6357,0.9547,0.3853,0.8258,0.1442,1.3553,0.3074,0.6502,0.7666,0,1.4168,0.6901,0,0,0,6.9372,0.7168,0.5993,0.5993,0.5993,0.4793,0.0237,0.0081,0.7712,0.6819,0.3107,0.8287,3.1036,0.4144,0.7942,0.0471,0.4891,0,1.3304,0.0882,0,0.9396,0.9396,0.6006,5.9729,0.3611,0,0,0,0,0,0,0,0,6.73,0.74,33.74,100,77.90999999999998,0,44.54,0,0,100,87.01,14.5,72.29999999999998,100,0,0,39.4,28.8725,1,0.2,53.5,32.6255,4.6,28.8,21.1,9.1,12.4,0,0,8.4,26.2,9.8,7,12.5,8.5,0.1804,0.5157,0.5632,0.219,0.3268
35,1,1800,1400000US35001001800,35001001800,18,Bernalillo,NM,New Mexico,"Census Tract 18, Bernalillo County, New Mexico",2010,193,24382,1.5949,0.6656,1.1949,0.6609,0,0.0916,0.8239,0.5844,1.4999,0.3376,0.9567,0.3459,0.9198,0,0,0,2.2224,0.9189,0.3853,0.3819,0.2461,1.0133,0.0902,0.2691,0.6269,0,0.896,0.4365,0,0,0,5.6316,0.4315,0.743,0.743,0.743,0.915,0.1788,0.8574,0.9724,0.9893,0.482,0.9292,5.3241,0.8574,0.1272,0.0196,0.6832,0,0.83,0.0238,0.6355,0.9942,1.6297,0.9379,8.5268,0.7634,0,1,0,1,0,2,0.4,0,6.73,0.74,33.04,14.91,1.69,1.69,0,0,0,100,51.31,13.25,1.18,79.87999999999998,0,0,59.4,60.733,4.1,9.5,89.2,61.0778,6.8,37.1,8.7,2.7,15.4,0,2.6,77.09999999999998,12.4,12.3,2,22.3,3.8,0.0042,0.9233,0.0075,0.0091,0.9801
35,1,1700,1400000US35001001700,35001001700,17,Bernalillo,NM,New Mexico,"Census Tract 17, Bernalillo County, New Mexico",4578,464,4890,0.4581,0.0794,0.4581,0.1254,0.325,0.0894,0.713,0.5515,1.6789,0.4183,0,0.4948,0,0,0,0,0.4948,0.3212,0.3853,0.6783,0.1017,1.1653,0.1632,0,0.3017,0,0.3017,0.1011,0,0,0,3.6407,0.0689,0.5179,0.5179,0.5179,0.8553,0.1488,0.5721,0.9038,0.9069,0.4687,0.3602,4.2158,0.6583,0.192,0.0471,0.1751,0.562,0.9762,0.0345,0.4399,0,0.4399,0.1938,6.1498,0.3892,0,0,0,0,0,0,0,0.33,6.71,0.59,32.28,0,13.76,0,0,0,0,100,75.92,15.03,0,16.53,0,0,31.5,53.6296,3.6,5.4,71.5,46.1219,6.6,12.6,10.2,9.1,8,1.8,0.4,0,19.5,10,4.1,15,6.5,0.0296,0.5713,0.0688,0.0573,0.6166
35,1,1600,1400000US35001001600,35001001600,16,Bernalillo,NM,New Mexico,"Census Tract 16, Bernalillo County, New Mexico",2456,238,7936,1.8123,0.754,1.4123,0.7911,0.325,0.0906,0.778,0.5864,1.78,0.4611,0.9918,0.7607,0,0.9479,0,0,2.7004,0.9628,0.3853,0.6734,0.1839,1.2426,0.215,0.5983,0.7666,0,1.3649,0.6592,0,0,0,7.0879,0.7443,0.7089,0.7089,0.7089,0.8419,0.4338,0.5953,0.9811,0.8712,0.8666,0.7093,5.2992,0.8532,0.04,0.0421,0.3508,0.4409,0.8738,0.0267,0.4399,0.5527,0.9926,0.662,7.8745,0.668,0,1,0,1,0,2,0.4,0.33,6.72,0.67,33.09,87.56,80.51999999999998,0,80.51999999999998,0,0,100,75.56999999999998,14,58.46,100,0,0,53.9,52.2801,8.5,5.6,93.1,43.078,16.1,23.2,5.6,8.3,10.5,1,0.4,0.4,18.5,10.5,3.4,17.2,6.5,0.0228,0.6964,0.0264,0.0573,0.8115
35,1,1500,1400000US35001001500,35001001500,15,Bernalillo,NM,New Mexico,"Census Tract 15, Bernalillo County, New Mexico",2097,279,2951,1.6883,0.7055,1.4883,0.8305,0,0.0916,0.8127,0.6109,1.5152,0.3445,0.9917,0.8577,0,0.9811,0,0,2.8305,0.9842,0.3853,0.7036,0.0531,1.142,0.1496,0.7891,0.7666,0,1.5557,0.7805,0,0,0,7.0434,0.7364,0.743,0.743,0.743,0.8218,0.8571,0.6849,0.8237,0.9218,0.6488,0.8133,5.5714,0.8954,0.1652,0.2407,0.2211,0.8901,1.5171,0.1517,0,0.6153,0.6153,0.3388,8.4468,0.7519,0,0,0,1,0,1,0.2,0,6.73,0.72,33.67,86.98,100,0,100,0,0,100,77.93,15.92,100,100,0,0,59.4,50.3628,23.1,6.5,59.5,47.6693,9.6,27.9,9.6,18.1,8.7,11.4,0,0.6,24.3,10.3,4.4,15.6,9.8,0.1088,0.6494,0.0995,0.3826,0.6768
35,1,1400,1400000US35001001400,35001001400,14,Bernalillo,NM,New Mexico,"Census Tract 14, Bernalillo County, New Mexico",2641,242,1756,2.3636,0.9232,1.7636,0.9491,0.325,0.0906,0.8448,0.6252,1.8856,0.5064,0.9718,0.8577,0,0.9569,0,0,2.7864,0.976,0.3853,0.5794,0.0577,1.0224,0.0939,0.7857,0.6069,0,1.3926,0.6753,0.3821,0.3821,0.3821,7.4691,0.8095,0.8683,0.8683,0.8683,0.9645,0.9051,0.8883,0.7978,0.9228,0.5666,0.9219,5.967,0.9489,0.3684,0.1495,0.8724,0.6037,1.994,0.4872,0.4558,0.9237,1.3795,0.8137,10.2088,0.9541,0,1,0,1,1,3,0.6,0.33,6.72,0.78,34.01,33.92,100,0,86.72,0,0,100,68.1,15.83,99.94,75.22,0,30.31,82.79999999999998,69.6327,27.2,10.5,56.5,47.7948,8.1,36.2,13.5,15.8,20,2.2,0.5,6.4,31.5,10.5,5,17.8,16,0.476,0.6964,0.1785,0.8975,0.8487
35,1,1300,1400000US35001001300,35001001300,13,Bernalillo,NM,New Mexico,"Census Tract 13, Bernalillo County, New Mexico",4236,433,3295,2.4464,0.9432,1.8464,0.9762,0.325,0.0848,0.7307,0.5628,1.7033,0.4294,0.9788,0.8577,0,0.814,0,0,2.6505,0.9565,0.3853,0.7036,0.1498,1.2387,0.2123,0.7891,0.7666,0.9406,2.4963,0.992,0,0,0,8.0888,0.8951,0.9463,0.9463,0.9463,0.9332,0.9746,0.537,0.6317,0.7706,0.623,0.9899,5.46,0.8785,0.4461,0.4497,0.9564,0.9251,2.7773,0.9588,0.433,0.5527,0.9857,0.654,10.1693,0.9513,0,1,0,1,1,3,0.6,0.33,6.67,0.61,32.54,47.73,100,0,18.34,0,0,100,77.92,14.42,100,100,22.09,0,95.2,63.5505,40.7,5.1,40.8,36.7177,9.1,53.5,14.8,21.4,24.5,15.1,0.3,0.4,29.9,10.9,4.6,18.7,16.4,0.3792,0.7741,0.1239,0.9095,0.8928
35,1,1200,1400000US35001001200,35001001200,12,Bernalillo,NM,New Mexico,"Census Tract 12, Bernalillo County, New Mexico",7108,665,19899,2.1871,0.8763,1.7871,0.9572,0.325,0.0788,0.5984,0.5428,1.545,0.3569,0.9686,0.771,0.9411,0.7621,0,0,3.4428,0.9921,0.5059,0.6313,0.1631,1.3003,0.2606,0.5257,0.5773,0.9824,2.0854,0.9534,0,0,0,8.3735,0.9236,0.8247,0.8247,0.8247,0.9276,0.7829,0.6849,0.7988,0.8002,0.8399,0.7512,5.5855,0.8978,0.059,0.6511,0.5243,0.8559,2.0903,0.5755,0.7965,0,0.7965,0.4739,9.297,0.8635,0,1,0,1,0,2,0.4,0.33,6.61,0.48,32.07,28.83,83.40999999999998,9.18,8.41,0,0,78.59,72.33,14.23,40.87,68.6,78.45999999999998,0,74.4,62.6251,18.7,6.5,56.6,38.3678,14.9,24.9,6.5,24.2,12.9,8.9,10.5,0,25.5,11.1,4.2,18.3,11.1,0.1497,0.8076,0.0785,0.5479,0.8751
35,1,1102,1400000US35001001102,35001001102,11.02,Bernalillo,NM,New Mexico,"Census Tract 11.02, Bernalillo County, New Mexic",3094,342,1319,1.4883,0.6171,1.0883,0.5856,0.325,0.0797,0.5984,0.5325,1.5356,0.3527,0,0.6899,0,0,0,0,0.6899,0.4261,0.3853,0.8553,0.2404,1.481,0.4254,0,0,0.9883,0.9883,0.4768,0,0,0,4.6948,0.2245,0.722,0.722,0.722,0.8285,0.6252,0.8297,0.8421,0.8819,0.778,0.6961,5.4815,0.8816,0.3626,0.7305,0.6178,0.8737,2.5846,0.9011,0.5113,0,0.5113,0.2708,9.2994,0.8638,0,1,0,1,0,2,0.4,0.33,6.62,0.48,31.84,0,59.17,0,0,0,0,100,89.01,13.33,0,0,92.33,0,55.9,50.9899,12.9,8.8,62,43.9439,12.8,22.7,13.4,25.5,14.3,10.1,0.8,0,26,10.6,5.1,16,9.6,0.1711,0.718,0.1933,0.3566,0.7146
35,1,1101,1400000US35001001101,35001001101,11.01,Bernalillo,NM,New Mexico,"Census Tract 11.01, Bernalillo County, New Mexic",4713,546,1857,0.6772,0.1724,0.6772,0.2632,0.325,0.0729,0.5984,0.5118,1.5081,0.3412,0,0.4281,0,0,0,0,0.4281,0.2889,0.3853,0.8323,0.2265,1.4441,0.3906,0.3656,0,0.99,1.3556,0.654,0,0,0,4.7359,0.2328,0.6417,0.6417,0.6417,0.4098,0.2685,0.6061,0.634,0.5095,0.2409,0.6875,3.3563,0.4714,0.7376,0.1062,0.249,0.562,1.6548,0.2236,0.4558,0.3832,0.839,0.5062,6.4918,0.4444,0,0,0,0,0,0,0,0.33,6.55,0.48,31.36,0,6.44,0,0,0,0,100,87.48,13.47,13.26,0,95.22000000000001,0,44.6,25.565,5.6,5.7,41,26.5251,3.8,22.4,19.8,14.1,9.1,1.8,0.5,0.1,26.3,9.6,6.6,12.5,8.5,0.1848,0.4568,0.471,0.219,0.3268
35,1,904,1400000US35001000904,35001000904,9.04,Bernalillo,NM,New Mexico,"Census Tract 9.04, Bernalillo County, New Mexico",4355,434,2473,1.7098,0.7141,1.1098,0.602,0.325,0.0611,0.5868,0.4735,1.4464,0.3154,0,0,0,0,0,0,0,0,0.3853,0.9066,0.1644,1.4563,0.4022,0.5983,0,0.9777,1.576,0.8908,0,0,0,4.4787,0.1841,0.8148,0.8148,0.8148,0.8641,0.7474,0.8739,0.6785,0.6673,0.6127,0.7801,5.224,0.8416,0.4036,0.7467,0.6597,0.8258,2.6358,0.9207,0.4558,0.7346,1.1904,0.7289,9.865,0.9257,0,1,0,1,1,3,0.6,0.33,6.42,0.47,30.45,0,0,0,0,0,0,100,92.39,14.22,58.46,0,68.19,0,72.5,54.558,17.1,10,44.7,32.0331,8.9,26.2,14.1,25.8,15,7.3,0.5,1.4,31.2,10.9,6.1,16.7,13.9,0.4583,0.7741,0.3665,0.8009,0.7746
35,1,903,1400000US35001000903,35001000903,9.03,Bernalillo,NM,New Mexico,"Census Tract 9.03, Bernalillo County, New Mexico",5659,634,5975,1.724,0.7202,1.124,0.6124,0.325,0.0638,0.5618,0.4954,1.446,0.3152,0,0,0,0,0,0,0,0,0.3853,0.7942,0.1234,1.3029,0.2627,0.6199,0,0.9893,1.6092,0.8955,0,0,0,4.3581,0.1632,0.7633,0.7633,0.7633,0.9784,0.5198,0.8883,0.9509,0.9672,0.7435,0.8539,5.902,0.9405,0.1353,0.5316,0.9513,0.6735,2.2917,0.7378,0.6223,0.7238,1.3461,0.7963,10.3031,0.9608,0,1,0,1,1,3,0.6,0.33,6.45,0.45,30.97,0,0,0,0,0,0,100,84.73999999999998,14.75,64.12,0,94.34,0,62.9,73.5721,10.3,10.5,82,54.1543,11.8,30.4,8.9,22.5,24.1,3.1,2.3,1.3,31,11.7,5,19.4,14.3,0.446,0.8798,0.1785,0.8244,0.9206
35,1,901,1400000US35001000901,35001000901,9.01,Bernalillo,NM,New Mexico,"Census Tract 9.01, Bernalillo County, New Mexico",7168,874,3097,1.7047,0.7121,1.1047,0.5984,0.325,0.0583,0.6329,0.4779,1.4941,0.3352,0,0,0,0,0,0,0,0,0.3853,0.5219,0.2936,1.2008,0.1863,0.3566,0,0.9236,1.2802,0.6141,0,0,0,3.9751,0.1067,0.8748,0.8748,0.8748,0.9922,0.9444,0.76,0.93,0.9721,0.7879,0.9758,6.3624,0.9865,0.1353,0.7911,0.9449,0.9138,2.7851,0.9607,0.7717,0.6882,1.4599,0.8569,11.4822,0.998,0,1,0,1,1,3,0.6,0.33,6.38,0.51,30.55,0,0,0,0,0,0,100,63.31,12.62,11.98,0,12.69,0,84,81.05469999999998,32.8,7.5,76.9,55.1908,13.1,46.6,8.9,26.7,23.6,13.7,8.9,1,28.8,12,4.1,21.6,15.1,0.3142,0.9042,0.0688,0.8636,0.9711
35,1,801,1400000US35001000801,35001000801,8.01,Bernalillo,NM,New Mexico,"Census Tract 8.01, Bernalillo County, New Mexico",3963,375,23188,0.9008,0.2943,0.7008,0.2806,0.325,0.0371,0.0931,0.3575,0.8127,0.1193,0,0.479,0.9264,0,0,0,1.4054,0.7197,0.6512,0.0441,0.4675,1.1628,0.1616,0.4214,0,0.9254,1.3468,0.649,0.1947,0.1947,0.1947,4.9224,0.2728,0.572,0.572,0.572,0.5643,0.0306,0.7533,0.9901,0.7611,0.058,0,3.1574,0.4275,0,0.9673,0.0227,0.2137,1.2037,0.0613,0.496,0.9631,1.4591,0.8565,6.3922,0.428,0,0,0,1,0,1,0.2,0.33,6.01,0.14,27.95,0,11.62,3.24,0,0,0,33.58,6.48,9.67,21.33,0,13.54,6.31,36.5,33.2339,1.2,7.4,97.8,36.2357,1.5,0,0,33.8,3.8,0.2,0.7,15.4,11.5,9.7,2,15.5,2.7,0.003,0.4859,0.0075,0.0036,0.6678
35,1,714,1400000US35001000714,35001000714,7.14,Bernalillo,NM,New Mexico,"Census Tract 7.14, Bernalillo County, New Mexico",5201,914,3547,0.8538,0.2675,0.8538,0.3983,0.325,0.0451,0.1792,0.1075,0.6568,0.0904,0,0.8577,0.9922,0,0,0,1.8499,0.8952,0.442,0.0285,0.2692,0.7397,0.0218,0.4003,0.3071,0,0.7074,0.2813,0.2344,0.2344,0.2344,4.1882,0.137,0.7946,0.7946,0.7946,0.5616,0.6945,0.2712,0.5297,0.4422,0.7714,0.6379,3.9085,0.5932,0.4636,0.4573,0.3874,0.8681,2.1764,0.6477,0.8081,0.5072,1.3153,0.7807,8.1948,0.7168,0,0,0,0,0,0,0,0.33,6.18,0.19,21.09,0,100,93.44,0,0,0,94.44,3.91,12.94,18.21,17.24,0,10.83,68.7,33.0891,15.1,3.2,33.5,24.5668,12.6,20.7,15.1,21.5,11,9.7,11.4,0.3,25.3,9.9,5.5,14.1,9.8,0.1419,0.5445,0.257,0.3826,0.5153
35,1,713,1400000US35001000713,35001000713,7.13,Bernalillo,NM,New Mexico,"Census Tract 7.13, Bernalillo County, New Mexico",5610,820,2300,1.563,0.6511,0.963,0.488,0.325,0.0418,0.1617,0.1042,0.6327,0.0866,0,0.5498,0.9088,0,0,0,1.4586,0.737,0.3853,0.2436,0.1781,0.807,0.0332,0,0.6816,0,0.6816,0.2647,0.2436,0.2436,0.2436,3.8235,0.0885,0.7765,0.7765,0.7765,0.8887,0.5061,0.5953,0.7737,0.9407,0.69,0.7436,5.1381,0.8273,0.7376,0.1796,0.9811,0.6377,2.536,0.8805,0.9323,0,0.9323,0.5932,9.3829,0.8745,0,1,0,1,1,3,0.6,0.33,6.12,0.18,20.96,0,23,0.24,0,0,0,100,37.83,14.04,0,90.97000000000001,0,11.99,65.3,57.2906,10,5.6,53.8,49.8721,10.5,24.6,19.8,16.7,27.9,2.6,25.7,0,30.2,11.9,5.7,19,13.1,0.3971,0.8966,0.2923,0.7441,0.9058
